Symbol Name (Lots),Entry Price,Target Price,Profit/Loss,Strategy,Strategy Description,Trading Session,,Lots,Event Type,Event Name,Event Impact,Stoploss,Volumne,Volume,Volatility,Live sentiment,Entry Timestamp,Target Timestamp
XAUUSD,1983.14,1982.88,-0.26,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1978.63,59729,59700,0.52,Bearish,,
XAUUSD,1936.62,1953.52,16.9,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1934.05,89338,89500,2.58,Neutral,,
XAUUSD,1993.92,1990.33,-3.59,Scalping,Scalp short dips,New York Session,,0.01,,,,1989.65,19348,19599,2.48,Bullish,,
XAUUSD,1927.64,1923.45,-4.19,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1924.88,8818,9072,0.62,Neutral,,
XAUUSD,1933.49,1928.19,-5.3,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1930.98,24712,24790,1.6,Bearish,,
XAUUSD,1928.31,1940.57,12.26,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1925.46,79663,80067,3.44,Neutral,,
XAUUSD,1934.42,1932.09,-2.33,Scalping,Scalp short dips,London Session,,0.01,,,,1932.21,4432,4749,1.76,Bullish,,
XAUUSD,1921.08,1935.64,14.56,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1917.09,58698,58955,2.01,Neutral,,
XAUUSD,1924.77,1944.58,19.81,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1921.76,99548,99104,3.23,Neutral,,
XAUUSD,1962.07,1972.28,10.21,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1960.14,85714,85221,2.65,Bullish,,
XAUUSD,1876.39,1875.15,-1.24,Scalping,Scalp short dips,London Session,,0.01,,,,1871.79,52623,52335,2.25,Bullish,,
XAUUSD,1863.11,1880.63,17.52,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1860.57,7300,7464,2.89,Neutral,,
XAUUSD,1894.22,1905.21,10.99,Reversal,Enter on reversal signals,London Session,,0.01,,,,1891.05,83306,83217,3.09,Neutral,,
XAUUSD,1861.42,1870.39,8.97,Momentum,Follow momentum trend,London Session,,0.01,,,,1856.79,60299,60201,1.87,Bearish,,
XAUUSD,1942.48,1953.95,11.47,Momentum,Follow momentum trend,New York Session,,0.01,,,,1938.98,12378,12763,1.93,Bullish,,
XAUUSD,1978.73,1978.81,0.08,Momentum,Follow momentum trend,London Session,,0.01,,,,1977.26,10292,10688,1.66,Neutral,,
XAUUSD,1958.3,1956.96,-1.34,Reversal,Enter on reversal signals,London Session,,0.01,,,,1953.54,91053,91462,3.4,Bullish,,
XAUUSD,1927.34,1925.73,-1.61,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1923.83,67251,67065,2.59,Bearish,,
XAUUSD,1998.52,1996.59,-1.93,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1996.18,83099,83290,0.75,Neutral,,
XAUUSD,1964.94,1969.71,4.77,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1963.38,88019,87791,3.09,Neutral,,
XAUUSD,1900.33,1919.48,19.15,Momentum,Follow momentum trend,London Session,,0.01,,,,1896.15,57605,57296,1.94,Neutral,,
XAUUSD,1980.91,1999.16,18.25,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1977.43,52227,51912,0.71,Bullish,,
XAUUSD,1960.96,1971.12,10.16,Momentum,Follow momentum trend,London Session,,0.01,,,,1957.83,43612,43454,2.15,Bearish,,
XAUUSD,1882.95,1893.75,10.8,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1878.37,32378,32308,1.75,Bullish,,
XAUUSD,1864.47,1865.81,1.34,Momentum,Follow momentum trend,London Session,,0.01,,,,1860.32,44025,44356,3.13,Neutral,,
XAUUSD,1927.43,1941.85,14.42,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1925.82,77614,77234,1.11,Bearish,,
XAUUSD,1974.68,1981.32,6.64,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1972.43,60590,60825,2.98,Neutral,,
XAUUSD,1897.52,1893.81,-3.71,Scalping,Scalp short dips,London Session,,0.01,,,,1895.53,89360,89391,2.17,Neutral,,
XAUUSD,1916.55,1928.61,12.06,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1912.57,44895,44683,0.66,Bullish,,
XAUUSD,1989.89,2000.71,10.82,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1988.76,61102,61095,3.42,Neutral,,
XAUUSD,1981.21,1972.3,-8.91,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1977.93,63499,63299,2.04,Bearish,,
XAUUSD,1911.58,1906.18,-5.4,Scalping,Scalp short dips,New York Session,,0.01,,,,1907.53,59578,59674,1.37,Neutral,,
XAUUSD,1873.51,1887.43,13.92,Momentum,Follow momentum trend,London Session,,0.01,,,,1869,70561,70495,1.91,Neutral,,
XAUUSD,1907.84,1898.07,-9.77,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1905.47,24506,24170,3.07,Bullish,,
XAUUSD,1931.86,1923.98,-7.88,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1927.57,51724,51341,1.41,Bearish,,
XAUUSD,1883.14,1887.74,4.6,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1881.7,11318,11365,1.08,Bullish,,
XAUUSD,1878.23,1877.83,-0.4,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1873.84,39067,39469,0.89,Neutral,,
XAUUSD,1984.52,1986.94,2.42,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1983.01,49279,49123,1.39,Bullish,,
XAUUSD,1904.68,1923.85,19.17,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1902.09,65570,65803,2.84,Bullish,,
XAUUSD,1862.57,1856.77,-5.8,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1858.38,95103,95262,1.91,Bullish,,
XAUUSD,1977.99,1971.55,-6.44,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1976.39,60464,60896,1.18,Bullish,,
XAUUSD,1851.99,1844.62,-7.37,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1850.07,74616,74937,1,Neutral,,
XAUUSD,1945,1962.68,17.68,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1941.11,51120,51187,1.5,Neutral,,
XAUUSD,1902.25,1915.34,13.09,Momentum,Follow momentum trend,New York Session,,0.01,,,,1898.37,63776,63933,3.32,Bearish,,
XAUUSD,1987.51,1989.28,1.77,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1983.95,8022,8420,1.53,Bullish,,
XAUUSD,1857.66,1869.42,11.76,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1853.88,26185,26085,3.46,Bullish,,
XAUUSD,1976.2,1983.27,7.07,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1973.03,36823,36650,1.96,Bearish,,
XAUUSD,1984.32,1999.09,14.77,Momentum,Follow momentum trend,New York Session,,0.01,,,,1982.31,47777,47288,1.04,Bullish,,
XAUUSD,1950.25,1954.99,4.74,Momentum,Follow momentum trend,London Session,,0.01,,,,1947.87,5519,5846,3.17,Bearish,,
XAUUSD,1856.91,1872.13,15.22,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1855.18,14862,15163,1.88,Neutral,,
XAUUSD,1892.11,1903.23,11.12,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1887.48,28405,28009,2.63,Bearish,,
XAUUSD,1861.57,1859.69,-1.88,Momentum,Follow momentum trend,New York Session,,0.01,,,,1858.24,97182,97259,3.45,Bullish,,
XAUUSD,1924.92,1926.24,1.32,Reversal,Enter on reversal signals,London Session,,0.01,,,,1922.32,33803,33767,0.65,Bearish,,
XAUUSD,1854.04,1854.28,0.24,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1851.19,48722,48341,0.79,Neutral,,
XAUUSD,1857.34,1870.97,13.63,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1852.55,20414,20895,2.66,Bullish,,
XAUUSD,1931.13,1938.49,7.36,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1929.52,61467,61182,1.35,Neutral,,
XAUUSD,1935.7,1927.29,-8.41,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1932.36,28788,28355,1.05,Neutral,,
XAUUSD,1942.36,1952.43,10.07,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1939.34,21492,21587,0.62,Bearish,,
XAUUSD,1877.8,1895.76,17.96,Reversal,Enter on reversal signals,London Session,,0.01,,,,1874.35,52141,52380,0.57,Neutral,,
XAUUSD,1969.58,1967.53,-2.05,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1968.51,1545,1077,2.82,Bullish,,
XAUUSD,1852.09,1871.36,19.27,Momentum,Follow momentum trend,London Session,,0.01,,,,1847.6,1759,1918,0.9,Neutral,,
XAUUSD,1879.62,1886.68,7.06,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1874.89,22688,22720,1.9,Neutral,,
XAUUSD,1851.51,1852.51,1,Scalping,Scalp short dips,New York Session,,0.01,,,,1848.25,4635,4238,2.32,Bearish,,
XAUUSD,1946.57,1939.64,-6.93,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1942.78,11695,11368,1.79,Neutral,,
XAUUSD,1987.95,2006.79,18.84,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1983.26,34547,34615,0.58,Bearish,,
XAUUSD,1940.67,1954.48,13.81,Scalping,Scalp short dips,New York Session,,0.01,,,,1936.84,80456,80252,2.85,Bearish,,
XAUUSD,1890.19,1889.04,-1.15,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1888.58,57633,58071,0.53,Bullish,,
XAUUSD,1944.58,1938.58,-6,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1941.27,51754,52073,2.79,Bullish,,
XAUUSD,1896.94,1912,15.06,Reversal,Enter on reversal signals,London Session,,0.01,,,,1893.51,30055,30539,3.18,Bullish,,
XAUUSD,1852.43,1855.77,3.34,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1849.73,93244,93004,1.8,Bullish,,
XAUUSD,1882.76,1878.35,-4.41,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1878.81,40304,40774,2.11,Bearish,,
XAUUSD,1913.27,1930.89,17.62,Reversal,Enter on reversal signals,London Session,,0.01,,,,1908.53,9622,9553,1.93,Neutral,,
XAUUSD,1882.72,1884.17,1.45,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1878.02,62090,61938,1.67,Bullish,,
XAUUSD,1935.17,1930.72,-4.45,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1932.37,12270,11820,3.16,Bullish,,
XAUUSD,1928.59,1920.72,-7.87,Momentum,Follow momentum trend,London Session,,0.01,,,,1927.14,35177,34730,3.18,Bullish,,
XAUUSD,1887.74,1878.16,-9.58,Scalping,Scalp short dips,London Session,,0.01,,,,1882.8,51234,51426,1.51,Neutral,,
XAUUSD,1951.9,1954.44,2.54,Reversal,Enter on reversal signals,London Session,,0.01,,,,1947.54,87548,87506,2.35,Bullish,,
XAUUSD,1892.79,1904.3,11.51,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1891.29,49861,49588,3.28,Neutral,,
XAUUSD,1911.39,1904.65,-6.74,Scalping,Scalp short dips,London Session,,0.01,,,,1906.71,70524,70638,3.39,Bearish,,
XAUUSD,1929.02,1925.59,-3.43,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1924.54,99289,99042,2.03,Bearish,,
XAUUSD,1951.07,1964.18,13.11,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1947.99,14017,14095,1.86,Bearish,,
XAUUSD,1903.8,1900.53,-3.27,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1900.43,28198,28057,1.34,Neutral,,
XAUUSD,1879.48,1874.69,-4.79,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1876.88,40063,40387,3.38,Bullish,,
XAUUSD,1995.55,2008.12,12.57,Momentum,Follow momentum trend,London Session,,0.01,,,,1994.33,42761,43082,0.93,Bullish,,
XAUUSD,1904.49,1907.97,3.48,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1902.15,41691,41668,2.24,Bullish,,
XAUUSD,1976.4,1967.06,-9.34,Momentum,Follow momentum trend,London Session,,0.01,,,,1972.19,90853,90704,1.35,Bullish,,
XAUUSD,1956.84,1971.76,14.92,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1955.82,71689,71552,1.34,Bullish,,
XAUUSD,1873.13,1880.41,7.28,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1870.8,61183,61489,1.71,Neutral,,
XAUUSD,1953.9,1954.25,0.35,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1951.31,31628,31456,3.5,Bearish,,
XAUUSD,1854.73,1870.69,15.96,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1851.58,82555,82264,0.66,Bullish,,
XAUUSD,1949.62,1968.62,19,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1944.94,95551,95136,2.24,Bearish,,
XAUUSD,1908.46,1915.48,7.02,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1906.07,82299,82266,0.75,Neutral,,
XAUUSD,1893.27,1885.77,-7.5,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1890.88,1155,1137,0.96,Neutral,,
XAUUSD,1883.64,1903.52,19.88,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1879.69,64004,64345,1.82,Bullish,,
XAUUSD,1866.33,1879.99,13.66,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1863.52,6062,5783,2.03,Neutral,,
XAUUSD,1955.14,1973.67,18.53,Momentum,Follow momentum trend,New York Session,,0.01,,,,1953.24,26503,26384,1.28,Bearish,,
XAUUSD,1989.82,1999.8,9.98,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1987.01,6893,7201,1.45,Bullish,,
XAUUSD,1873.31,1882.34,9.03,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1871.75,60776,61100,0.76,Bullish,,
XAUUSD,1998.73,2004.56,5.83,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1997.02,68972,68857,1.41,Bearish,,
XAUUSD,1866.85,1883.81,16.96,Scalping,Scalp short dips,London Session,,0.01,,,,1863.86,12334,12293,3.4,Bullish,,
XAUUSD,1971.71,1972.95,1.24,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1969.03,39000,38803,3.33,Bullish,,
XAUUSD,1933.03,1940.29,7.26,Momentum,Follow momentum trend,London Session,,0.01,,,,1928.37,46167,46600,1.5,Bearish,,
XAUUSD,1911.21,1911.15,-0.06,Scalping,Scalp short dips,London Session,,0.01,,,,1908.76,37536,37155,2.21,Bullish,,
XAUUSD,1886.96,1878,-8.96,Momentum,Follow momentum trend,New York Session,,0.01,,,,1883.64,12981,13415,3.23,Bullish,,
XAUUSD,1909.06,1926.31,17.25,Momentum,Follow momentum trend,London Session,,0.01,,,,1905.53,42476,42660,0.52,Bearish,,
XAUUSD,1959.82,1952.91,-6.91,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1958.77,75367,75399,2.93,Neutral,,
XAUUSD,1995.89,1998.35,2.46,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1992.24,8030,7563,3.35,Bearish,,
XAUUSD,1980.36,1972.13,-8.23,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1978.65,8938,8914,0.77,Bullish,,
XAUUSD,1869.26,1861.47,-7.79,Scalping,Scalp short dips,New York Session,,0.01,,,,1864.42,36122,36030,0.98,Bearish,,
XAUUSD,1910.03,1926.19,16.16,Scalping,Scalp short dips,London Session,,0.01,,,,1908.44,94231,93892,3.38,Bullish,,
XAUUSD,1950.16,1940.32,-9.84,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1947.5,67189,67345,2.11,Bullish,,
XAUUSD,1980.62,1983.38,2.76,Scalping,Scalp short dips,New York Session,,0.01,,,,1979.28,68188,68659,0.54,Bearish,,
XAUUSD,1898.4,1889.09,-9.31,Momentum,Follow momentum trend,London Session,,0.01,,,,1893.41,36830,36892,1.27,Bullish,,
XAUUSD,1943.72,1957.66,13.94,Momentum,Follow momentum trend,London Session,,0.01,,,,1940.71,59772,59987,1.85,Neutral,,
XAUUSD,1853.45,1853.25,-0.2,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1850.07,2003,1571,2.58,Bullish,,
XAUUSD,1850.44,1870.27,19.83,Momentum,Follow momentum trend,London Session,,0.01,,,,1849.17,63974,63892,2.7,Bearish,,
XAUUSD,1891.25,1904.76,13.51,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1887.25,91415,91031,3.49,Neutral,,
XAUUSD,1965.5,1969.26,3.76,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1963.66,61645,61758,1.36,Neutral,,
XAUUSD,1978.42,1980.65,2.23,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1973.83,87496,87934,2.11,Bullish,,
XAUUSD,1857.31,1852.63,-4.68,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1855.49,72673,72835,2.1,Bearish,,
XAUUSD,1978.63,1990.23,11.6,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1976.87,12935,12512,1.72,Bullish,,
XAUUSD,1897.89,1895.47,-2.42,Reversal,Enter on reversal signals,London Session,,0.01,,,,1896.74,90343,90198,1.01,Bullish,,
XAUUSD,1854.44,1864.47,10.03,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1851.55,7578,7629,3.43,Bearish,,
XAUUSD,1860.55,1875.87,15.32,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1857.29,53863,53766,3.06,Bearish,,
XAUUSD,1891.78,1894.22,2.44,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1890.52,15072,15406,1.99,Bullish,,
XAUUSD,1950.59,1966.84,16.25,Momentum,Follow momentum trend,New York Session,,0.01,,,,1946.49,2159,2474,2.31,Neutral,,
XAUUSD,1925.02,1931.1,6.08,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1922.21,42781,42893,1.18,Bullish,,
XAUUSD,1963.2,1981.86,18.66,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1960.1,30209,30082,2.13,Neutral,,
XAUUSD,1991.71,1994.11,2.4,Reversal,Enter on reversal signals,London Session,,0.01,,,,1988.95,49114,48869,2.58,Bullish,,
XAUUSD,1936.66,1934.55,-2.11,Momentum,Follow momentum trend,New York Session,,0.01,,,,1934.06,58143,57749,2.05,Bearish,,
XAUUSD,1861.14,1859.28,-1.86,Scalping,Scalp short dips,New York Session,,0.01,,,,1857.9,5330,5185,3.47,Neutral,,
XAUUSD,1959.21,1951.48,-7.73,Scalping,Scalp short dips,New York Session,,0.01,,,,1957.59,13177,13090,2.33,Bearish,,
XAUUSD,1942.51,1943.08,0.57,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1940.78,56306,56482,1.61,Bearish,,
XAUUSD,1972.43,1966.88,-5.55,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1967.98,34974,35132,2.82,Bearish,,
XAUUSD,1907.77,1900.07,-7.7,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1902.99,73188,72758,1.01,Bearish,,
XAUUSD,1952.97,1970.54,17.57,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1950.48,65577,65472,1.65,Bearish,,
XAUUSD,1867.48,1867.92,0.44,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1865.4,84715,84397,1.54,Bullish,,
XAUUSD,1909.12,1916,6.88,Reversal,Enter on reversal signals,London Session,,0.01,,,,1905.54,69557,69214,1.8,Neutral,,
XAUUSD,1876.25,1889.47,13.22,Scalping,Scalp short dips,New York Session,,0.01,,,,1873.62,43563,43890,2.85,Bullish,,
XAUUSD,1862.49,1860.56,-1.93,Reversal,Enter on reversal signals,London Session,,0.01,,,,1861.39,67624,67166,1.95,Bullish,,
XAUUSD,1899.49,1907.93,8.44,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1897.87,28263,28182,2.88,Bullish,,
XAUUSD,1916.51,1932.25,15.74,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1912.65,31325,30993,2.23,Bearish,,
XAUUSD,1868.32,1877.58,9.26,Scalping,Scalp short dips,London Session,,0.01,,,,1864.68,79110,79489,1.53,Bullish,,
XAUUSD,1973.04,1986.43,13.39,Scalping,Scalp short dips,New York Session,,0.01,,,,1971.93,45196,45253,2.93,Neutral,,
XAUUSD,1878.83,1875.81,-3.02,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1876.94,80040,79771,1.21,Bullish,,
XAUUSD,1994.25,1994.8,0.55,Momentum,Follow momentum trend,New York Session,,0.01,,,,1992.33,82420,82422,1.17,Bearish,,
XAUUSD,1997.91,1993.01,-4.9,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1994.22,85899,86130,2.01,Neutral,,
XAUUSD,1985.93,1984.03,-1.9,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1984.85,91747,92205,1.28,Neutral,,
XAUUSD,1894.31,1906.42,12.11,Reversal,Enter on reversal signals,London Session,,0.01,,,,1892.89,43668,43388,0.53,Neutral,,
XAUUSD,1891.94,1911.31,19.37,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1887.74,32568,32954,2.44,Neutral,,
XAUUSD,1887.46,1882.56,-4.9,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1885.75,58638,59072,2.03,Bullish,,
XAUUSD,1918.36,1929.61,11.25,Scalping,Scalp short dips,New York Session,,0.01,,,,1914.75,37746,38162,1.84,Bearish,,
XAUUSD,1994.06,1993.89,-0.17,Reversal,Enter on reversal signals,London Session,,0.01,,,,1992.11,60506,60641,3.4,Neutral,,
XAUUSD,1940.98,1936.42,-4.56,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1939.58,70853,70983,2.21,Neutral,,
XAUUSD,1863.57,1872.41,8.84,Scalping,Scalp short dips,New York Session,,0.01,,,,1861.6,69152,69055,3.09,Bearish,,
XAUUSD,1876.97,1893.72,16.75,Scalping,Scalp short dips,New York Session,,0.01,,,,1873.08,38081,38333,0.92,Bullish,,
XAUUSD,1953.3,1945.48,-7.82,Scalping,Scalp short dips,New York Session,,0.01,,,,1948.88,17519,17550,2.21,Neutral,,
XAUUSD,1878.82,1890,11.18,Scalping,Scalp short dips,New York Session,,0.01,,,,1874.5,43622,43799,3.1,Bullish,,
XAUUSD,1881.39,1877.98,-3.41,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1878.8,15117,15045,2.25,Bullish,,
XAUUSD,1868.86,1872.16,3.3,Scalping,Scalp short dips,New York Session,,0.01,,,,1865.19,89120,89351,2.65,Bullish,,
XAUUSD,1906.16,1911.45,5.29,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1904.34,35242,35566,1.62,Bullish,,
XAUUSD,1879.01,1887.91,8.9,Momentum,Follow momentum trend,London Session,,0.01,,,,1876.84,16292,15938,0.78,Neutral,,
XAUUSD,1879.77,1898.32,18.55,Scalping,Scalp short dips,London Session,,0.01,,,,1875.18,3519,3852,1.87,Neutral,,
XAUUSD,1939.24,1942.39,3.15,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1938.19,64936,64976,1.68,Bullish,,
XAUUSD,1850.9,1853.5,2.6,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1849.56,64053,64398,3.1,Bullish,,
XAUUSD,1978.13,1979.77,1.64,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1976.3,34720,34651,1.23,Bearish,,
XAUUSD,1992.84,1993.25,0.41,Reversal,Enter on reversal signals,London Session,,0.01,,,,1991.73,8099,7978,3.4,Bearish,,
XAUUSD,1961.61,1959.66,-1.95,Momentum,Follow momentum trend,London Session,,0.01,,,,1959.88,41553,41968,3.37,Bearish,,
XAUUSD,1943.16,1955.89,12.73,Momentum,Follow momentum trend,London Session,,0.01,,,,1939.83,31811,31562,1.24,Neutral,,
XAUUSD,1914.65,1906.82,-7.83,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1911.96,68035,68379,1.54,Bearish,,
XAUUSD,1943.41,1941.5,-1.91,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1938.84,60972,60956,3.19,Neutral,,
XAUUSD,1982.33,2001.62,19.29,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1978.06,37095,37109,3.4,Neutral,,
XAUUSD,1946.16,1963.4,17.24,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1943.79,22571,22379,1.83,Neutral,,
XAUUSD,1864.89,1858.31,-6.58,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1862.85,98816,98889,1.46,Neutral,,
XAUUSD,1885.8,1884.06,-1.74,Reversal,Enter on reversal signals,London Session,,0.01,,,,1883.28,45946,45771,2.08,Bearish,,
XAUUSD,1985.71,2002.62,16.91,Scalping,Scalp short dips,New York Session,,0.01,,,,1982.35,69139,68678,2.56,Bullish,,
XAUUSD,1971.64,1961.83,-9.81,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1969.57,14915,14687,1.32,Bullish,,
XAUUSD,1957.88,1971.46,13.58,Momentum,Follow momentum trend,London Session,,0.01,,,,1954.38,49073,48579,2.71,Bullish,,
XAUUSD,1998.28,1991.52,-6.76,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1995.64,3726,4204,0.65,Bearish,,
XAUUSD,1989.22,1989.65,0.43,Momentum,Follow momentum trend,London Session,,0.01,,,,1986.01,51040,51506,0.65,Bullish,,
XAUUSD,1871.21,1863.47,-7.74,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1868.47,96438,96333,1.66,Bearish,,
XAUUSD,1853.07,1852.74,-0.33,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1850.89,39036,39264,1.56,Bearish,,
XAUUSD,1961.23,1953.33,-7.9,Reversal,Enter on reversal signals,London Session,,0.01,,,,1956.44,4861,4707,1.45,Bearish,,
XAUUSD,1882.44,1890.71,8.27,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1878.39,4065,4236,1.97,Bullish,,
XAUUSD,1973.89,1968.95,-4.94,Scalping,Scalp short dips,London Session,,0.01,,,,1972.33,39411,39716,1.46,Bullish,,
XAUUSD,1981.53,1996.29,14.76,Scalping,Scalp short dips,London Session,,0.01,,,,1977.06,16842,17289,1.08,Bullish,,
XAUUSD,1947.12,1948.24,1.12,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1944.17,3312,3212,1.43,Neutral,,
XAUUSD,1925.01,1920.58,-4.43,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1920.43,75865,76148,3.42,Bearish,,
XAUUSD,1974.65,1974.95,0.3,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1970.45,46394,46160,1.73,Neutral,,
XAUUSD,1967.55,1970.63,3.08,Momentum,Follow momentum trend,London Session,,0.01,,,,1964.85,29635,30125,1.83,Bearish,,
XAUUSD,1871.06,1886.05,14.99,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1869.97,90108,89634,2.23,Bullish,,
XAUUSD,1900.37,1913.3,12.93,Momentum,Follow momentum trend,New York Session,,0.01,,,,1898.3,12498,12602,3.45,Bearish,,
XAUUSD,1970,1982.82,12.82,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1966.83,95636,95796,1.22,Bearish,,
XAUUSD,1949.31,1965.25,15.94,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1945.78,32083,32271,2.54,Neutral,,
